user_id,video_name,grade,funny
e21,23.avi,2,False
e21,06.avi,3,False
e21,27.avi,6,True
e21,25.avi,4,True
e21,Tbvdm7kN.mp4,1,False
e21,UQK7mPhQ.mp4,8,True
e21,urqjff5E.mp4,1,False
e21,03.avi,0,False
e21,07.avi,4,True
e21,tC6DNx32.mp4,1,False
e21,mCELTxF_.mp4,4,True
e21,22.avi,6,True
e21,iPP5f2RU.mp4,2,False
e21,21.avi,4,False
e21,17.avi,6,True
e21,02.avi,0,False
e21,33.avi,6,True
e21,iW9isRmH.mp4,2,False
e21,FHKR50Nr.mp4,6,True
e21,09.avi,7,True
e21,05.avi,6,True
e21,30.avi,6,True
e21,19.avi,1,False
e21,SQJYfdeO.mp4,7,True
e21,12.avi,3,False
e21,10.avi,2,False
e21,m9Ro5MbX.mp4,1,False
e21,R+OjAe40.mp4,4,True
e21,BtL+JEO2.mp4,1,False
e21,S9C28Bsr.mp4,3,False
e21,EJ1BSqBp.mp4,7,True
e21,wf5sJUdO.mp4,6,True
e21,35.avi,0,False
e21,AObwG1H9.mp4,5,True
e21,48Vg8sUG.mp4,0,False
