user_id,video_name,grade,funny
e20,33.avi,8,True
e20,iW9isRmH.mp4,6,True
e20,21.avi,8,True
e20,iPP5f2RU.mp4,3,True
e20,19.avi,0,False
e20,22.avi,2,True
e20,S9C28Bsr.mp4,3,True
e20,m9Ro5MbX.mp4,2,True
e20,03.avi,0,False
e20,tC6DNx32.mp4,1,True
e20,BtL+JEO2.mp4,2,True
e20,R+OjAe40.mp4,1,True
e20,SQJYfdeO.mp4,10,True
e20,urqjff5E.mp4,2,True
e20,07.avi,2,True
e20,AObwG1H9.mp4,5,True
e20,02.avi,0,False
e20,30.avi,8,True
e20,EJ1BSqBp.mp4,2,True
e20,27.avi,7,True
e20,wf5sJUdO.mp4,8,True
e20,12.avi,4,True
e20,23.avi,6,True
e20,17.avi,8,True
e20,48Vg8sUG.mp4,0,False
e20,05.avi,2,True
e20,mCELTxF_.mp4,3,True
e20,Tbvdm7kN.mp4,3,True
e20,10.avi,7,True
e20,UQK7mPhQ.mp4,4,True
e20,25.avi,2,True
e20,35.avi,0,False
e20,09.avi,5,True
e20,06.avi,2,True
e20,FHKR50Nr.mp4,1,True
