user_id,video_name,grade,funny
e14,48Vg8sUG.mp4,2,False
e14,SQJYfdeO.mp4,7,True
e14,m9Ro5MbX.mp4,5,True
e14,iW9isRmH.mp4,5,True
e14,tC6DNx32.mp4,8,True
e14,AObwG1H9.mp4,1,False
e14,30.avi,6,True
e14,mCELTxF_.mp4,1,False
e14,S9C28Bsr.mp4,0,False
e14,urqjff5E.mp4,0,False
e14,wf5sJUdO.mp4,9,True
e14,03.avi,1,False
e14,27.avi,9,True
e14,12.avi,6,True
e14,iPP5f2RU.mp4,2,False
e14,R+OjAe40.mp4,0,False
e14,EJ1BSqBp.mp4,5,True
e14,10.avi,7,True
e14,05.avi,8,True
e14,Tbvdm7kN.mp4,1,False
e14,17.avi,3,True
e14,23.avi,0,False
e14,UQK7mPhQ.mp4,1,False
e14,02.avi,0,False
e14,06.avi,5,True
e14,FHKR50Nr.mp4,5,True
e14,22.avi,8,True
e14,19.avi,4,False
e14,09.avi,0,False
e14,33.avi,8,True
e14,07.avi,2,False
e14,35.avi,1,False
e14,BtL+JEO2.mp4,5,True
e14,21.avi,0,False
e14,25.avi,6,True
