user_id,video_name,grade,funny
e13,12.avi,9,True
e13,m9Ro5MbX.mp4,4,False
e13,48Vg8sUG.mp4,8,True
e13,mCELTxF_.mp4,5,True
e13,30.avi,4,True
e13,23.avi,2,False
e13,27.avi,9,True
e13,S9C28Bsr.mp4,8,True
e13,FHKR50Nr.mp4,6,True
e13,iPP5f2RU.mp4,10,True
e13,AObwG1H9.mp4,9,True
e13,22.avi,9,True
e13,Tbvdm7kN.mp4,6,True
e13,05.avi,8,True
e13,UQK7mPhQ.mp4,4,True
e13,17.avi,8,True
e13,10.avi,10,True
e13,SQJYfdeO.mp4,10,True
e13,33.avi,7,True
e13,35.avi,3,True
e13,BtL+JEO2.mp4,5,True
e13,iW9isRmH.mp4,6,True
e13,06.avi,6,True
e13,urqjff5E.mp4,8,True
e13,09.avi,7,True
e13,tC6DNx32.mp4,1,False
e13,R+OjAe40.mp4,0,False
e13,EJ1BSqBp.mp4,8,True
e13,07.avi,1,False
e13,21.avi,0,False
e13,19.avi,7,True
e13,02.avi,0,False
e13,03.avi,0,False
e13,25.avi,9,True
e13,wf5sJUdO.mp4,1,False
