user_id,video_name,grade,funny
e08,09.avi,5,False
e08,03.avi,3,False
e08,48Vg8sUG.mp4,5,True
e08,AObwG1H9.mp4,10,True
e08,25.avi,7,True
e08,21.avi,7,True
e08,mCELTxF_.mp4,3,False
e08,iPP5f2RU.mp4,10,True
e08,19.avi,0,False
e08,12.avi,0,False
e08,30.avi,5,True
e08,BtL+JEO2.mp4,4,False
e08,tC6DNx32.mp4,5,False
e08,UQK7mPhQ.mp4,0,False
e08,R+OjAe40.mp4,10,True
e08,27.avi,10,True
e08,22.avi,10,True
e08,EJ1BSqBp.mp4,5,True
e08,33.avi,5,True
e08,02.avi,0,False
e08,Tbvdm7kN.mp4,0,False
e08,m9Ro5MbX.mp4,5,False
e08,06.avi,7,True
e08,23.avi,3,False
e08,10.avi,3,True
e08,urqjff5E.mp4,5,True
e08,17.avi,6,True
e08,05.avi,10,True
e08,wf5sJUdO.mp4,8,True
e08,S9C28Bsr.mp4,10,True
e08,FHKR50Nr.mp4,10,True
e08,07.avi,9,True
e08,SQJYfdeO.mp4,10,True
e08,35.avi,10,True
e08,iW9isRmH.mp4,5,False
