user_id,video_name,grade,funny
e16,FHKR50Nr.mp4,2,False
e16,UQK7mPhQ.mp4,1,False
e16,S9C28Bsr.mp4,0,False
e16,09.avi,5,True
e16,48Vg8sUG.mp4,7,True
e16,19.avi,2,False
e16,35.avi,0,False
e16,23.avi,0,False
e16,wf5sJUdO.mp4,1,False
e16,iW9isRmH.mp4,3,True
e16,21.avi,2,False
e16,07.avi,0,False
e16,05.avi,8,True
e16,33.avi,5,True
e16,urqjff5E.mp4,6,True
e16,17.avi,5,True
e16,30.avi,4,False
e16,AObwG1H9.mp4,2,False
e16,R+OjAe40.mp4,4,True
e16,02.avi,0,False
e16,10.avi,4,True
e16,SQJYfdeO.mp4,1,False
e16,03.avi,0,False
e16,27.avi,6,True
e16,EJ1BSqBp.mp4,7,True
e16,Tbvdm7kN.mp4,2,False
e16,tC6DNx32.mp4,4,True
e16,22.avi,4,True
e16,mCELTxF_.mp4,1,False
e16,BtL+JEO2.mp4,5,True
e16,25.avi,1,False
e16,m9Ro5MbX.mp4,0,False
e16,06.avi,5,True
e16,iPP5f2RU.mp4,5,True
e16,12.avi,4,True
