user_id,video_name,grade,funny
e02,Tbvdm7kN.mp4,4,True
e02,22.avi,1,False
e02,urqjff5E.mp4,6,True
e02,mCELTxF_.mp4,0,False
e02,30.avi,6,True
e02,10.avi,1,False
e02,BtL+JEO2.mp4,5,True
e02,33.avi,0,False
e02,17.avi,7,True
e02,S9C28Bsr.mp4,6,True
e02,02.avi,0,False
e02,21.avi,2,True
e02,07.avi,4,True
e02,27.avi,1,False
e02,48Vg8sUG.mp4,6,True
e02,EJ1BSqBp.mp4,9,True
e02,AObwG1H9.mp4,6,True
e02,25.avi,8,True
e02,19.avi,1,False
e02,35.avi,0,False
e02,iW9isRmH.mp4,1,False
e02,03.avi,0,False
e02,R+OjAe40.mp4,7,True
e02,12.avi,0,False
e02,tC6DNx32.mp4,3,True
e02,m9Ro5MbX.mp4,4,True
e02,iPP5f2RU.mp4,5,True
e02,UQK7mPhQ.mp4,1,False
e02,23.avi,4,True
e02,06.avi,0,False
e02,09.avi,0,False
e02,FHKR50Nr.mp4,6,True
e02,SQJYfdeO.mp4,0,False
e02,05.avi,7,True
e02,wf5sJUdO.mp4,6,True
