user_id,video_name,grade,funny
e15,33.avi,5,True
e15,03.avi,6,True
e15,m9Ro5MbX.mp4,7,True
e15,27.avi,7,True
e15,S9C28Bsr.mp4,6,True
e15,35.avi,7,True
e15,tC6DNx32.mp4,8,True
e15,iPP5f2RU.mp4,8,True
e15,48Vg8sUG.mp4,8,True
e15,urqjff5E.mp4,8,True
e15,FHKR50Nr.mp4,9,True
e15,10.avi,9,True
e15,BtL+JEO2.mp4,9,True
e15,21.avi,5,True
e15,R+OjAe40.mp4,8,True
e15,17.avi,3,False
e15,07.avi,3,True
e15,AObwG1H9.mp4,6,True
e15,Tbvdm7kN.mp4,6,True
e15,09.avi,6,True
e15,06.avi,8,True
e15,mCELTxF_.mp4,7,True
e15,25.avi,8,True
e15,30.avi,7,True
e15,SQJYfdeO.mp4,7,True
e15,19.avi,2,False
e15,wf5sJUdO.mp4,8,True
e15,iW9isRmH.mp4,7,True
e15,12.avi,4,True
e15,EJ1BSqBp.mp4,3,True
e15,05.avi,2,True
e15,22.avi,2,True
e15,02.avi,2,False
e15,UQK7mPhQ.mp4,3,True
e15,23.avi,4,True
