user_id,video_name,grade,funny
e06,03.avi,0,False
e06,Tbvdm7kN.mp4,5,True
e06,wf5sJUdO.mp4,0,False
e06,SQJYfdeO.mp4,5,False
e06,48Vg8sUG.mp4,3,False
e06,02.avi,0,False
e06,m9Ro5MbX.mp4,0,False
e06,UQK7mPhQ.mp4,3,True
e06,23.avi,2,True
e06,mCELTxF_.mp4,6,True
e06,12.avi,3,True
e06,33.avi,6,True
e06,S9C28Bsr.mp4,8,False
e06,iW9isRmH.mp4,7,True
e06,27.avi,0,False
e06,tC6DNx32.mp4,1,False
e06,EJ1BSqBp.mp4,4,True
e06,07.avi,5,False
e06,iPP5f2RU.mp4,6,True
e06,10.avi,0,False
e06,FHKR50Nr.mp4,0,False
e06,25.avi,7,True
e06,09.avi,0,False
e06,R+OjAe40.mp4,0,False
e06,urqjff5E.mp4,3,True
e06,BtL+JEO2.mp4,0,False
e06,17.avi,7,True
e06,22.avi,0,False
e06,21.avi,4,True
e06,30.avi,5,True
e06,19.avi,0,False
e06,05.avi,5,True
e06,35.avi,0,False
e06,06.avi,0,False
