user_id,video_name,grade,funny
e11,35.avi,7,True
e11,EJ1BSqBp.mp4,9,True
e11,17.avi,9,True
e11,SQJYfdeO.mp4,8,True
e11,19.avi,1,False
e11,tC6DNx32.mp4,7,True
e11,Tbvdm7kN.mp4,5,True
e11,AObwG1H9.mp4,6,True
e11,BtL+JEO2.mp4,9,True
e11,mCELTxF_.mp4,6,True
e11,02.avi,0,False
e11,10.avi,6,True
e11,urqjff5E.mp4,3,False
e11,wf5sJUdO.mp4,9,True
e11,iPP5f2RU.mp4,1,False
e11,03.avi,0,False
e11,S9C28Bsr.mp4,2,False
e11,06.avi,8,True
e11,07.avi,6,True
e11,22.avi,7,True
e11,33.avi,1,False
e11,21.avi,1,False
e11,27.avi,9,True
e11,25.avi,10,True
e11,iW9isRmH.mp4,8,True
e11,12.avi,2,False
e11,m9Ro5MbX.mp4,7,True
e11,09.avi,3,False
e11,05.avi,5,True
e11,FHKR50Nr.mp4,6,True
e11,UQK7mPhQ.mp4,5,True
e11,30.avi,7,True
e11,48Vg8sUG.mp4,8,True
e11,23.avi,1,False
e11,R+OjAe40.mp4,6,True
