user_id,video_name,grade,funny
e12,12.avi,4,True
e12,iPP5f2RU.mp4,1,False
e12,21.avi,0,False
e12,Tbvdm7kN.mp4,1,True
e12,wf5sJUdO.mp4,1,True
e12,33.avi,4,True
e12,iW9isRmH.mp4,7,True
e12,R+OjAe40.mp4,3,True
e12,23.avi,9,True
e12,09.avi,4,False
e12,tC6DNx32.mp4,1,False
e12,05.avi,2,True
e12,AObwG1H9.mp4,1,True
e12,06.avi,0,False
e12,27.avi,0,False
e12,25.avi,4,True
e12,SQJYfdeO.mp4,4,True
e12,UQK7mPhQ.mp4,7,False
e12,m9Ro5MbX.mp4,1,False
e12,30.avi,0,False
e12,07.avi,0,False
e12,EJ1BSqBp.mp4,2,True
e12,mCELTxF_.mp4,1,False
e12,19.avi,1,False
e12,urqjff5E.mp4,0,False
e12,35.avi,0,False
e12,BtL+JEO2.mp4,0,False
e12,FHKR50Nr.mp4,1,False
e12,22.avi,8,True
e12,10.avi,3,True
e12,S9C28Bsr.mp4,0,False
e12,17.avi,9,True
e12,48Vg8sUG.mp4,0,False
e12,03.avi,2,False
e12,02.avi,0,False
