user_id,video_name,grade,funny
e03,02.avi,0,False
e03,17.avi,7,True
e03,FHKR50Nr.mp4,4,False
e03,UQK7mPhQ.mp4,6,True
e03,10.avi,5,False
e03,07.avi,3,False
e03,R+OjAe40.mp4,9,True
e03,m9Ro5MbX.mp4,4,False
e03,urqjff5E.mp4,8,True
e03,06.avi,2,False
e03,22.avi,2,False
e03,03.avi,0,False
e03,BtL+JEO2.mp4,0,False
e03,19.avi,1,False
e03,mCELTxF_.mp4,5,True
e03,27.avi,0,False
e03,33.avi,7,True
e03,iPP5f2RU.mp4,4,False
e03,09.avi,3,False
e03,SQJYfdeO.mp4,6,True
e03,wf5sJUdO.mp4,4,False
e03,iW9isRmH.mp4,0,False
e03,35.avi,4,False
e03,23.avi,6,True
e03,05.avi,7,True
e03,12.avi,0,False
e03,AObwG1H9.mp4,0,False
e03,Tbvdm7kN.mp4,3,False
e03,EJ1BSqBp.mp4,6,True
e03,30.avi,9,True
e03,48Vg8sUG.mp4,8,True
e03,tC6DNx32.mp4,6,True
e03,21.avi,0,False
e03,25.avi,9,True
e03,S9C28Bsr.mp4,1,False
