user_id,video_name,grade,funny
e05,05.avi,2,False
e05,27.avi,6,True
e05,m9Ro5MbX.mp4,2,False
e05,21.avi,0,False
e05,33.avi,9,True
e05,25.avi,4,False
e05,35.avi,10,True
e05,FHKR50Nr.mp4,4,False
e05,30.avi,3,False
e05,19.avi,0,False
e05,23.avi,7,True
e05,12.avi,1,False
e05,iPP5f2RU.mp4,0,False
e05,SQJYfdeO.mp4,3,False
e05,EJ1BSqBp.mp4,7,True
e05,48Vg8sUG.mp4,1,False
e05,tC6DNx32.mp4,5,False
e05,02.avi,1,False
e05,BtL+JEO2.mp4,2,False
e05,10.avi,6,True
e05,03.avi,1,False
e05,22.avi,0,False
e05,06.avi,8,True
e05,mCELTxF_.mp4,6,True
e05,09.avi,1,False
e05,R+OjAe40.mp4,0,False
e05,UQK7mPhQ.mp4,7,True
e05,urqjff5E.mp4,2,False
e05,Tbvdm7kN.mp4,1,False
e05,wf5sJUdO.mp4,3,False
e05,17.avi,7,True
e05,07.avi,2,False
e05,iW9isRmH.mp4,0,False
e05,S9C28Bsr.mp4,0,False
e05,AObwG1H9.mp4,0,False
