user_id,video_name,grade,funny
e18,UQK7mPhQ.mp4,2,False
e18,22.avi,5,True
e18,R+OjAe40.mp4,3,False
e18,FHKR50Nr.mp4,3,True
e18,BtL+JEO2.mp4,1,False
e18,mCELTxF_.mp4,1,True
e18,07.avi,1,False
e18,10.avi,1,False
e18,02.avi,0,False
e18,wf5sJUdO.mp4,2,False
e18,23.avi,2,False
e18,Tbvdm7kN.mp4,4,True
e18,35.avi,5,True
e18,05.avi,4,False
e18,iPP5f2RU.mp4,2,False
e18,21.avi,0,False
e18,48Vg8sUG.mp4,1,False
e18,12.avi,1,False
e18,19.avi,0,False
e18,09.avi,5,False
e18,27.avi,5,True
e18,06.avi,5,True
e18,EJ1BSqBp.mp4,3,True
e18,S9C28Bsr.mp4,6,True
e18,30.avi,6,True
e18,SQJYfdeO.mp4,6,True
e18,tC6DNx32.mp4,6,True
e18,iW9isRmH.mp4,7,True
e18,17.avi,7,True
e18,m9Ro5MbX.mp4,6,False
e18,03.avi,1,False
e18,33.avi,1,True
e18,AObwG1H9.mp4,3,True
e18,urqjff5E.mp4,5,True
e18,25.avi,3,False
