user_id,video_name,grade,funny
e00,wf5sJUdO.mp4,4,True
e00,S9C28Bsr.mp4,3,True
e00,urqjff5E.mp4,5,True
e00,EJ1BSqBp.mp4,8,True
e00,27.avi,7,True
e00,tC6DNx32.mp4,3,True
e00,22.avi,2,True
e00,iPP5f2RU.mp4,6,True
e00,UQK7mPhQ.mp4,0,False
e00,SQJYfdeO.mp4,5,True
e00,19.avi,0,True
e00,23.avi,6,True
e00,BtL+JEO2.mp4,0,False
e00,iW9isRmH.mp4,4,True
e00,10.avi,0,True
e00,33.avi,5,True
e00,31.avi,0,True
e00,R+OjAe40.mp4,9,True
e00,09.avi,10,True
e00,48Vg8sUG.mp4,6,True
e00,02.avi,0,False
e00,FHKR50Nr.mp4,5,True
e00,12.avi,6,True
e00,35.avi,3,True
e00,30.avi,7,True
e00,05.avi,6,True
e00,AObwG1H9.mp4,3,True
e00,07.avi,0,False
e00,m9Ro5MbX.mp4,7,True
e00,mCELTxF_.mp4,5,True
e00,03.avi,3,True
e00,Tbvdm7kN.mp4,1,True
e00,06.avi,0,True
e00,21.avi,0,True
e00,25.avi,5,True
e00,17.avi,6,True
