user_id,video_name,grade,funny
e10,17.avi,6,True
e10,05.avi,8,True
e10,wf5sJUdO.mp4,5,True
e10,AObwG1H9.mp4,2,False
e10,25.avi,9,True
e10,UQK7mPhQ.mp4,6,True
e10,SQJYfdeO.mp4,7,True
e10,22.avi,4,True
e10,07.avi,2,False
e10,02.avi,1,False
e10,12.avi,9,True
e10,FHKR50Nr.mp4,3,False
e10,m9Ro5MbX.mp4,2,False
e10,S9C28Bsr.mp4,3,False
e10,iW9isRmH.mp4,2,False
e10,33.avi,10,True
e10,27.avi,6,True
e10,09.avi,4,False
e10,10.avi,3,False
e10,21.avi,1,False
e10,Tbvdm7kN.mp4,1,False
e10,urqjff5E.mp4,2,False
e10,EJ1BSqBp.mp4,5,True
e10,BtL+JEO2.mp4,6,True
e10,mCELTxF_.mp4,3,False
e10,03.avi,2,False
e10,23.avi,5,True
e10,R+OjAe40.mp4,3,False
e10,19.avi,3,False
e10,06.avi,6,True
e10,35.avi,3,False
e10,tC6DNx32.mp4,5,False
e10,iPP5f2RU.mp4,3,False
e10,48Vg8sUG.mp4,3,False
e10,30.avi,8,True
