user_id,video_name,grade,funny
e04,AObwG1H9.mp4,7,True
e04,Tbvdm7kN.mp4,7,True
e04,48Vg8sUG.mp4,5,True
e04,iW9isRmH.mp4,3,True
e04,SQJYfdeO.mp4,10,True
e04,25.avi,9,True
e04,30.avi,7,True
e04,wf5sJUdO.mp4,6,True
e04,UQK7mPhQ.mp4,2,True
e04,23.avi,1,False
e04,FHKR50Nr.mp4,0,False
e04,S9C28Bsr.mp4,9,True
e04,22.avi,9,True
e04,09.avi,4,True
e04,EJ1BSqBp.mp4,6,True
e04,33.avi,10,True
e04,urqjff5E.mp4,7,True
e04,m9Ro5MbX.mp4,1,False
e04,tC6DNx32.mp4,6,True
e04,27.avi,7,True
e04,R+OjAe40.mp4,10,True
e04,12.avi,3,True
e04,02.avi,7,True
e04,mCELTxF_.mp4,9,True
e04,iPP5f2RU.mp4,2,False
e04,21.avi,8,True
e04,17.avi,6,True
e04,06.avi,3,False
e04,35.avi,2,False
e04,BtL+JEO2.mp4,0,False
e04,10.avi,5,True
e04,05.avi,7,True
e04,03.avi,0,False
e04,19.avi,0,False
e04,07.avi,3,True
